id,name,date_end,province,organizer_id,arbiter_id,pairings,rating_type,n_players,n_rounds
200805032,Chess Academy Advanced 4,2008-05-04,ON,108387,108387,RR,R,6,1
200805033,Chess Academy Intermediate 1 1,2008-05-04,ON,108387,108387,RR,R,5,1
200805034,Chess Academy Intermediate 1 2,2008-05-04,ON,108387,108387,RR,R,5,1
200805035,Chess Academy Intermediate 1 3,2008-05-04,ON,108387,108387,RR,R,4,1
200805036,Chess Academy Intermediate 1 4,2008-05-04,ON,108387,108387,RR,R,5,1
200805037,Chess Academy Intermediate 1 5,2008-05-04,ON,108387,108387,RR,R,5,1
200805038,Chess Academy Intermediate 1 6,2008-05-04,ON,108387,108387,RR,R,5,1
200805039,Chess Academy Intermediate 2 1,2008-05-04,ON,108387,108387,RR,R,6,1
200805040,Chess Academy Intermediate 2 2,2008-05-04,ON,108387,108387,RR,R,6,1
200805041,Chess Academy Intermediate 2 3,2008-05-04,ON,108387,108387,RR,R,3,1
200805042,Chess Academy Intermediate 3 1,2008-05-04,ON,108387,108387,RR,R,6,1
200805043,Chess Academy Intermediate 3 2,2008-05-04,ON,108387,108387,RR,R,6,1
200805044,Chess Academy Intermediate 3 3,2008-05-04,ON,108387,108387,RR,R,6,1
200805045,Chess Academy Intermediate 3 4,2008-05-04,ON,108387,108387,RR,R,6,1
200805046,Chess Academy Intermediate 3 5,2008-05-04,ON,108387,108387,RR,R,6,1
200805047,Chess Academy Intermediate 3 6,2008-05-04,ON,108387,108387,RR,R,4,2
200805048,KWCC April Regular 2008,2008-05-06,ON,106868,106868,SS,R,22,5
200805049,RA April Active,2008-04-24,ON,102011,102011,SS,Q,39,6
200805050,Socially Active,2008-05-04,NL,122967,122967,SS,Q,7,4
200805051,Hamilton April Fools 2008,2008-05-02,ON,102646,102646,SS,R,15,5
200805052,2008 CRCC Tornado No 4,2008-05-04,NB,110147,110147,SS,R,7,4
200805053,Invitation Junior No 2,2008-05-04,NB,139554,139554,SS,R,6,5
200805054,Chess Academy Advanced 1,2008-05-11,ON,108387,108387,RR,R,4,1
200805055,Chess Academy Advanced 2,2008-05-11,ON,108387,108387,RR,R,4,1
200805056,Chess Academy Advanced 3,2008-05-11,ON,108387,108387,RR,R,4,1
200805057,Chess Academy Advanced 4,2008-05-11,ON,108387,108387,RR,R,6,1
200805058,Chess Academy Advanced 5,2008-05-11,ON,108387,108387,RR,R,6,1
200805059,Chess Academy Intermediate 1 1,2008-05-11,ON,108387,108387,RR,R,6,1
200805060,Chess Academy Intermediate 1 2,2008-05-11,ON,108387,108387,RR,R,6,1
200805061,Chess Academy Intermediate 1 3,2008-05-11,ON,108387,108387,RR,R,5,1
200805062,Chess Academy Intermediate 1 4,2008-05-11,ON,108387,108387,RR,R,5,1
200805063,Chess Academy Intermediate 1 5,2008-05-11,ON,108387,108387,RR,R,4,2
200805064,Chess Academy Intermediate 2 1,2008-05-11,ON,108387,108387,RR,R,5,1
200805065,Chess Academy Intermediate 2 2,2008-05-11,ON,108387,108387,RR,R,5,1
200805066,Chess Academy Intermediate 2 3,2008-05-11,ON,108387,108387,RR,R,5,1
200805067,Chess Academy Intermediate 3 1,2008-05-11,ON,108387,108387,RR,R,6,1
200805068,Chess Academy Intermediate 3 2,2008-05-11,ON,108387,108387,RR,R,6,1
200805069,Chess Academy Intermediate 3 3,2008-05-11,ON,108387,108387,RR,R,6,1
200805070,Chess Academy Intermediate 3 4,2008-05-11,ON,108387,108387,RR,R,5,1
200805071,Chess Academy Intermediate 3 5,2008-05-11,ON,108387,108387,RR,R,4,1
200805072,Oriole Regular,2008-05-11,ON,127778,127778,SS,R,22,5
200805073,Canadian Junior 2008,2008-05-13,ON,127769,127769,SS,R,20,9
200805074,London Active Championship 2008,2008-05-02,ON,109477,109477,SS,Q,27,8
200805075,2008 Calgary Junior Active Champion,2008-05-11,AB,139775,144016,SS,Q,15,5
200805076,Alberta Active Chess Championship,2008-05-11,AB,121625,121625,SS,Q,12,5
200805077,Iroquois Falls 2008 M10,2008-04-26,ON,132423,132423,SS,R,12,5
200805078,Iroquois Falls 2008 M12,2008-04-26,ON,132423,132423,SS,R,10,5
200805079,Iroquois Falls 2008 M15,2008-04-26,ON,132423,132423,RR,R,5,1
200805080,Iroquois Falls 2008 M8,2008-04-26,ON,132423,132423,RR,R,7,1
200805081,2008 Charlottetown Open Inter Round,2008-05-04,PE,100145,100145,SS,R,2,1
200805082,2008 Charlottetown Open,2008-05-04,PE,100145,100145,SS,R,11,5
200805083,Bayview Games Club BGC 113,2008-05-05,ON,128173,128173,RR,R,8,1
200805084,2008 OHSCC Beginner,2008-05-11,ON,109109,109109,SS,R,40,6
200805085,2008 OHSCC Championship Section,2008-05-11,ON,109109,109109,SS,R,18,5
200805086,2008 OHSCC extra games,2008-05-11,ON,109109,109109,SS,R,6,1
200805087,2008 OHSCC Intermediate,2008-05-11,ON,109109,109109,SS,R,32,6
200805088,Chess Academy Advanced 1,2008-05-18,ON,108387,108387,RR,R,4,1
200805089,Chess Academy Advanced 2,2008-05-18,ON,108387,108387,RR,R,6,1
200805090,Chess Academy Advanced 3,2008-05-18,ON,108387,108387,RR,R,4,1
200805091,Chess Academy Advanced 4,2008-05-18,ON,108387,108387,RR,R,4,1
200805092,Chess Academy Advanced 5,2008-05-18,ON,108387,108387,RR,R,5,1
200805093,Chess Academy Intermediate 1 1,2008-05-18,ON,108387,108387,RR,R,6,1
200805094,Chess Academy Intermediate 1 2,2008-05-18,ON,108387,108387,RR,R,5,1
200805095,Chess Academy Intermediate 1 3,2008-05-18,ON,108387,108387,RR,R,5,1
200805096,Chess Academy Intermediate 1 4,2008-05-18,ON,108387,108387,RR,R,4,2
200805097,Chess Academy Intermediate 1 5,2008-05-18,ON,108387,108387,RR,R,5,1
200805098,Chess Academy Intermediate 2 1,2008-05-18,ON,108387,108387,RR,R,6,1
200805099,Chess Academy Intermediate 2 2,2008-05-18,ON,108387,108387,RR,R,6,1
200805100,Chess Academy Intermediate 2 3,2008-05-18,ON,108387,108387,RR,R,6,1
200805101,Chess Academy Intermediate 3 1,2008-05-18,ON,108387,108387,RR,R,6,1
200805102,Chess Academy Intermediate 3 2,2008-05-18,ON,108387,108387,RR,R,6,1
200805103,Chess Academy Intermediate 3 3,2008-05-18,ON,108387,108387,RR,R,5,1
200805104,Chess Academy Intermediate 3 4,2008-05-18,ON,108387,108387,RR,R,5,1
200805105,Chess Academy Intermediate 3 5,2008-05-18,ON,108387,108387,RR,R,6,1
200805106,Toronto Star Training Tournament II,2008-05-18,ON,133977,133977,RR,R,6,1
200805107,Bayview Games Club BGC 115,2008-05-19,ON,128173,128173,RR,R,6,1
200805108,Keres Memorial  U1600,2008-05-19,BC,108715,108715,SS,R,15,6
200805109,Keres Memorial  U2000,2008-05-19,BC,108715,108715,SS,R,30,6
200805110,Keres Memorial Open,2008-05-19,BC,108715,108715,SS,R,34,7
200805111,Nova Scotia Open 2008,2008-05-19,NS,103179,103179,SS,R,29,8
200805112,Calgary CC Team Tournament Board 1,2008-05-13,AB,105606,105606,RR,R,6,1
200805113,Calgary CC Team Tournament Board 2,2008-05-13,AB,105606,105606,RR,R,6,1
200805114,Calgary CC Team Tournament Board 3,2008-05-13,AB,105606,105606,RR,R,6,1
200805115,Calgary CC Team Tournament Board 4,2008-05-13,AB,105606,105606,RR,R,6,1
200805116,2008 Calgary International Open,2008-05-19,AB,133114,133114,SS,R,35,7
200805117,2008 Albert Boxer Classic,2008-05-25,MB,107847,107847,SS,R,24,5
200805118,2008 May TNT,2008-05-27,MB,107847,107847,SS,R,19,4
200805119,IntelliChess Beginner Active,2008-05-10,ON,109477,109477,SS,Q,20,7
200805120,Sadler Sadler Active Match,2008-05-22,ON,127525,127525,SS,Q,2,6
200806001,Scarborough CC Spring Swiss 08 Open,2008-05-15,ON,106974,106974,SS,R,32,8
200806002,Scarborough CC Spring Swiss08 U1700,2008-05-15,ON,109746,109746,SS,R,24,8
200806003,Upper Canada College Mondays 1,2008-05-26,ON,108387,108387,RR,R,6,1
200806004,Upper Canada College Mondays 2,2008-05-26,ON,108387,108387,RR,R,6,1
200806005,Upper Canada College Mondays 3,2008-05-26,ON,108387,108387,RR,R,6,1
200806006,Upper Canada College Mondays 4,2008-05-26,ON,108387,108387,RR,R,4,1
200806007,Upper Canada College Mondays 5,2008-05-26,ON,108387,108387,RR,R,4,1
200806008,Upper Canada College Mondays 6,2008-05-26,ON,108387,108387,RR,R,6,1
200806009,Upper Canada College Mondays 7,2008-05-26,ON,110253,110253,RR,R,9,1
200806010,Upper Canada College Thursdays 1,2008-05-26,ON,108387,103516,RR,R,7,1
200806011,Upper Canada College Tuesdays 1,2008-05-26,ON,110253,110253,RR,R,10,2
200806012,Upper Canada College Wednesdays 1,2008-05-26,ON,110253,110253,RR,R,14,1
200806013,ECC Holowach Memorial,2008-05-29,AB,109502,109502,SS,R,12,5
200806014,ECC Schnitka Memorial,2008-05-29,AB,109502,109502,SS,R,13,5
200806015,Eastern Ontario Open,2008-06-01,ON,107391,107391,SS,R,62,5
200806016,North Shore Junior Open Section A,2008-06-01,BC,103074,103074,SS,R,4,6
200806017,North Shore Junior Open Section B,2008-06-01,BC,103074,103074,SS,R,8,7
200806018,2008 Spring Swiss,2008-06-03,ON,105108,105108,SS,R,13,5
200806019,Tournoi Actif 1,2008-05-25,NB,139554,139554,SS,Q,7,4
200806020,Langley Chess Club Open 2,2008-04-28,BC,102330,102330,SS,R,12,5
200806021,Sudbury Round Robin 9,2008-05-19,ON,103373,103373,RR,R,5,1
200806022,May Knights 2008,2008-05-25,NL,103802,103802,SS,R,8,4
200806023,Edmonton U2000,2008-05-31,AB,109502,140705,SS,R,24,10
200806024,London May Open,2008-05-31,ON,109477,109477,SS,R,21,4
200806025,Golden Knights B14,2008-06-05,BC,106340,106340,RR,R,20,1
200806026,RA Pickup I,2008-06-05,ON,102011,102011,SS,R,42,5
200806027,SJCC Spring Swiss,2008-06-09,NB,102718,102718,SS,R,15,6
200806028,Bean Scene Active 2008,2008-06-08,BC,128828,128828,SS,Q,8,4
200806029,UBC Thursday Nights May,2008-05-15,BC,135013,135013,SS,R,7,5
200806030,Joe Pochmursky Memorial V,2008-06-01,ON,102934,102934,SS,R,24,5
200806031,UBC Thursday Nights June,2008-06-05,BC,135013,135013,SS,R,4,3
200806032,Chartwell Championship,2008-06-10,BC,103074,103074,RR,R,9,1
200806033,KWCC Twin City Championship 2008,2008-06-17,ON,106868,106868,SS,R,21,6
200806034,Polonia Chess Tournament Active,2008-06-01,ON,106619,106619,RR,Q,10,1
200806035,Tournoi Actif 2,2008-06-08,NB,139554,139554,SS,Q,8,4
200806036,GTCL Teams Regular Tournament 2008,2008-05-31,ON,125681,125681,SS,R,57,10
200806037,Toronto Star Training III,2008-06-07,ON,133977,133977,RR,R,6,1
200806038,Golden Knights A12,2008-06-18,BC,106340,106340,RR,R,14,1
200806039,CMA Spring Round Robin,2008-06-20,ON,127769,127769,RR,R,8,1
200806040,New Brunswick Open,2008-06-22,NB,111760,111760,SS,R,19,5
200806041,Oriole Regular,2008-06-22,ON,127778,127778,SS,R,25,5
200806042,2008 June TNT,2008-06-24,MB,107847,107847,SS,R,17,4
200806043,2008 Silver Knights JCC Reserve,2008-06-24,BC,132415,132415,RR,R,7,1
200806044,2008 Silver KnightsJCC Championship,2008-06-24,BC,132416,132416,RR,R,13,2
200806045,GTCL Active Cup 2008,2008-06-03,ON,125681,125681,SS,Q,12,8
200806046,Team KW 2008,2008-06-21,ON,106868,106868,SS,Q,33,4
200806047,Counter Active,2008-06-22,NL,122967,122967,SS,Q,6,5
200807001,Timmins 101 Mall May 31 08 Adult,2008-05-31,ON,137228,137228,SS,R,10,5
200807002,Timmins 101 Mall May 31 08 U10,2008-05-31,ON,137228,137228,SS,R,9,5
200807003,Timmins 101 Mall May 31 08 U14,2008-05-31,ON,137228,137228,SS,R,10,5
200807004,Hart House Closed 2008  A,2008-06-20,ON,145597,145597,RR,R,6,1
200807005,Hart House Closed 2008  B,2008-06-20,ON,145597,145597,RR,R,8,1
200807006,Ogopogo Summer,2008-06-22,BC,100331,100331,SS,R,11,5
200807007,ECC Summer Open,2008-06-26,AB,109502,109502,SS,R,24,4
200807008,WPSDM  6 08 Initial,2008-06-26,ON,105964,105964,RR,R,4,2
200807009,Windsor June Fridays JCC,2008-06-27,ON,107872,107872,SS,R,12,7
200807010,June Knights 2008,2008-06-29,NL,103802,103802,SS,R,6,4
200807011,George Beals Canada Day Open 2008,2008-07-01,NS,103179,103179,SS,R,27,8
200807012,Nova Scotia Closed 2008,2008-07-01,NS,103179,103179,SS,R,6,5
200807013,Black Knights Open,2008-06-22,ON,109477,109477,SS,R,10,5
200807014,Langley Chess Club Open Number 3,2008-06-23,BC,102330,102330,SS,R,14,6
200807015,Early Summer Swiss 2008 Open,2008-06-26,ON,106974,106974,SS,R,31,8
200807016,Early Summer Swiss 2008 U1700,2008-06-26,ON,109746,109746,SS,R,23,8
200807017,London June Open,2008-06-28,ON,109477,109477,SS,R,12,4
200807018,London June U1700,2008-06-28,ON,109477,109477,SS,R,18,4
200807019,2008 Battle at the Border,2008-06-29,AB,127161,127161,SS,R,22,4
200807020,2008 Toronto Canada Day Ng vs Ang,2008-06-29,ON,106974,106974,SS,R,2,1
200807021,2008 Toronto Canada Day Open,2008-06-29,ON,106974,106974,SS,R,41,5
200807022,2008 Toronto Canada Day U1500,2008-06-29,ON,106974,106974,SS,R,29,5
200807023,2008 Toronto Canada Day U1700,2008-06-29,ON,106974,106974,SS,R,25,5
200807024,2008 Toronto Canada Day U2000,2008-06-29,ON,106974,106974,SS,R,26,5
200807025,Oriole Active July 6 2008 Section A,2008-07-06,ON,127778,127778,SS,Q,10,3
200807026,Oriole Active July 6 2008 Section B,2008-07-06,ON,127778,127778,SS,Q,14,4
200807027,Le tournoi du mois avril,2008-04-30,NB,100253,100253,SS,R,8,5
200807028,CMA Spring FIDE Round Robin,2008-05-30,ON,127769,127769,RR,R,8,1
200807029,CMA Spring Masters,2008-05-30,ON,127769,127769,RR,R,6,1
200807030,Le Championnat du Club,2008-06-04,NB,100253,100253,SS,R,9,5
200807031,BGC 114,2008-06-25,ON,128173,128173,RR,R,4,2
200807032,BGC 116,2008-06-25,ON,128173,128173,RR,R,4,2
200807033,Canada Day Invitational 2008,2008-07-09,NL,108727,108727,RR,R,3,1
200807034,David Millers Lets Play,2008-05-31,AB,101588,101588,RR,R,4,1
200807035,GP Club Championship,2008-06-28,AB,101588,101588,RR,R,6,1
200807036,London Chess Headquarters Closed,2008-07-07,ON,109477,109477,RR,R,6,1
200807037,Toronto Star Summer Camp Training I,2008-07-11,ON,133977,133977,SS,R,8,11
200807038,CJCE CYCC Boys Garcons U10,2008-07-17,QC,128388,128388,SS,R,28,7
200807040,CJCE CYCC Boys Garcons U14,2008-07-17,QC,128388,128388,SS,R,22,7
200807041,CJCE CYCC Boys Garcons U16,2008-07-17,QC,128388,128388,SS,R,17,7
200807042,CJCE CYCC Boys Garcons U18,2008-07-17,QC,128388,128388,SS,R,5,7
200807043,CJCE CYCC Boys Garcons U8,2008-07-17,QC,128388,128388,SS,R,16,7
200807044,CJCE CYCC Girls Filles U10,2008-07-17,QC,128388,128388,SS,R,10,7
200807045,CJCE CYCC Girls Filles U12,2008-07-17,QC,128388,128388,SS,R,11,6
200807046,CJCE CYCC Girls Filles U14,2008-07-17,QC,128388,128388,SS,R,6,7
200807047,CJCE CYCC Girls Filles U16,2008-07-17,QC,128388,128388,SS,R,5,5
200807048,CJCE CYCC Girls Filles U18,2008-07-17,QC,128388,128388,SS,R,2,6
200807049,CJCE CYCC Girls Filles U8,2008-07-17,QC,128388,128388,SS,R,8,7
200807050,Hamilton Spring Special 2008,2008-06-20,ON,101459,101459,SS,R,14,5
200807051,Hamilton Junior Championship 2008,2008-07-05,ON,101459,101459,SS,R,16,5
200807052,2008 July TNT,2008-07-08,MB,107847,107847,SS,R,22,4
200807053,CJCE CYCC Boys Garcons U12,2008-07-17,QC,128388,128388,SS,R,31,7
200807054,London July Open U1700 Section,2008-07-19,ON,109477,109477,SS,R,16,4
200807055,London July Open,2008-07-19,ON,109477,109477,SS,R,10,4
200807056,Sequillion versus Zeggelaar Match,2008-07-19,AB,109502,109502,SS,R,2,6
200807057,RA Pickup 2,2008-07-24,ON,103050,103050,SS,R,43,6
200807058,Canadian Open 2008 Section A,2008-07-27,QC,106007,106007,SS,R,48,9
200807059,Canadian Open 2008 Section B,2008-07-27,QC,106007,106007,SS,R,53,9
200807060,Canadian Open 2008 Section C,2008-07-27,QC,106007,106007,SS,R,77,9
200807061,Canadian Open 2008 Section D,2008-07-27,QC,106007,106007,SS,R,60,9
200807062,Canadian Open 2008 Section E,2008-07-27,QC,106007,106007,SS,R,87,9
200807063,Chess in the Park,2008-07-27,ON,123186,123186,SS,R,18,5
200807065,London Summer Active 2008,2008-07-20,ON,109477,109477,SS,Q,23,6
200808001,CCC Spring Open,2008-06-30,AB,102743,102743,SS,R,16,5
200808002,UPEI Open Extra Games,2008-07-27,PE,100145,100145,SS,R,3,2
200808003,UPEI Open,2008-07-27,PE,100145,100145,SS,R,16,5
200808004,ECC Edmonton Open,2008-07-31,AB,109502,109502,SS,R,28,5
200808005,Johnson versus Borger Match,2008-08-01,AB,109502,109502,SS,R,2,1
200808006,Summer Sectional Group A,2008-08-03,AB,109502,109502,RR,R,6,1
200808007,Summer Sectional Group B,2008-08-03,AB,109502,109502,RR,R,6,1
200808008,Summer Sectional Group C,2008-08-03,AB,109502,109502,RR,R,6,1
200808009,Summer Sectional Group D,2008-08-03,AB,109502,109502,RR,R,6,1
200808010,2008 Canadian Amateur  Open,2008-08-04,ON,111830,111830,SS,R,12,7
200808011,2008 Canadian Amateur  U1400,2008-08-04,ON,111830,111830,SS,R,18,7
200808012,2008 Canadian Amateur  U1700,2008-08-04,ON,111830,111830,SS,R,19,7
200808013,2008 Canadian Amateur  U2000,2008-08-04,ON,111830,111830,SS,R,24,7
200808014,3rd Edmonton International,2008-08-04,AB,109502,109502,SS,R,25,9
200808015,Halifax Dartmouth Natal Day Open 08,2008-08-04,NS,105141,105141,SS,R,34,8
200808016,Rod Planas Memorial,2008-08-04,BC,128828,128828,SS,R,13,6
200808017,CCC Summer Active 1,2008-07-15,AB,141880,141880,SS,Q,17,5
200808018,U2000 Championship Preliminaries,2008-06-30,AB,140705,140705,SS,R,28,2
200808019,UBC Thursday Night July 3,2008-07-03,BC,135013,135013,SS,R,6,4
200808020,Langley Chess Club Open 4,2008-07-28,BC,102330,102330,SS,R,10,5
200808021,Pedersen Pua  U2000,2008-08-12,AB,140705,140705,SS,R,2,2
200808022,Canadian Open extra game,2008-07-27,QC,106007,106007,SS,R,2,1
200808023,Regatta Knights 2008,2008-08-10,NL,103802,103802,SS,R,4,3
200808024,Hamilton Summer Open 2008,2008-08-17,ON,102646,101459,SS,R,37,5
200808025,Oriole Regular Section A,2008-08-17,ON,127778,127778,SS,R,15,5
200808026,Oriole Regular Section B,2008-08-17,ON,127778,127778,SS,R,19,5
200808027,Sudbury RR10,2008-07-01,ON,103373,103373,RR,R,4,1
200808028,Veranda Invitational Bridgewater,2008-08-10,NS,103015,103015,RR,R,6,1
200808029,Mayhem On Midland Open Sec,2008-08-24,ON,139271,139271,SS,R,18,5
200808030,Mayhem on Midland Under 1400,2008-08-24,ON,139271,139271,SS,R,16,5
200808031,Mayhem on Midland Under 1800,2008-08-24,ON,139271,139271,SS,R,18,5
200808032,2008 August TNT,2008-08-26,MB,107847,107847,SS,R,26,4
200809001,Hamilton Summer Series,2008-08-22,ON,102646,102646,SS,R,8,5
200809002,August Knights,2008-08-25,NB,135268,135268,SS,R,9,5
200809003,ECC Ottosen Open,2008-08-28,AB,109502,109502,SS,R,28,5
200809004,2008 Yanofsky Memorial Open,2008-08-31,MB,107847,107847,SS,R,25,5
200809005,2008 Yanofsky Memorial U1800,2008-08-31,MB,107847,107847,SS,R,29,5
200809006,NL Open 2008,2008-08-31,NL,103802,103802,SS,R,10,5
200809007,Paul Hake Labour Day Open 2008,2008-09-01,NS,103179,103179,SS,R,28,8
200809008,Toronto Labour Day Open U1600,2008-09-01,ON,106974,106974,SS,R,39,6
200809009,Toronto Labour Day Open U1800,2008-09-01,ON,106974,106974,SS,R,26,6
200809010,Toronto Labour Day Open U2000,2008-09-01,ON,106974,106974,SS,R,25,6
200809011,Toronto Labour Day Open U2200,2008-09-01,ON,106974,106974,SS,R,10,6
200809012,Toronto Labour Day Open,2008-09-01,ON,106974,106974,SS,R,42,6
200809013,RA Pickup 3,2008-08-28,ON,106629,106629,SS,R,38,5
200809014,Over 1800,2008-08-31,AB,121625,121625,SS,R,15,5
200809015,Under 1800,2008-08-31,AB,121625,121625,SS,R,11,5
200809016,Langley CC Open,2008-09-01,BC,110351,102330,SS,R,40,6
200809017,Kitchener September Active 2008,2008-09-06,ON,106868,106868,SS,Q,18,5
200809018,Camp d echecs a Kap,2008-06-23,ON,126735,126735,SS,R,16,5
200809019,Temiskaming Shores chess camp 2008,2008-07-11,ON,126735,126735,SS,R,14,5
200809020,Camp d echecs a Hearst,2008-08-01,ON,126735,126735,SS,R,8,5
200809021,Camp d echecs de Sudbury 2008,2008-08-08,ON,126735,126735,SS,R,26,6
200809022,Camp d echecs de Timmins 2008,2008-08-15,ON,126735,126735,SS,R,14,5
200809023,Camp d echecs d Iroquois Falls 2008,2008-08-29,ON,126735,126735,SS,R,11,6
200809024,Philippe Brunet Memorial CK 2008,2008-09-01,NB,101501,101501,SS,R,12,6
200809025,Tournois Denis Nadeau 2008,2008-09-06,ON,126728,126728,SS,R,13,5
200809026,RA Fall Open,2008-09-07,ON,107391,107391,SS,R,55,5
200809027,Chess Academy Advanced 1,2008-09-14,ON,108387,108387,RR,R,4,1
200809028,Chess Academy Advanced 2,2008-09-14,ON,108387,108387,RR,R,6,1
200809029,Chess Academy Advanced 3,2008-09-14,ON,108387,108387,RR,R,6,1
200809030,Chess Academy Advanced 4,2008-09-14,ON,108387,108387,RR,R,6,1
200809031,Chess Academy Intemediate 1 1,2008-09-14,ON,108387,108387,RR,R,6,1
200809032,Chess Academy Intermediate 1 2,2008-09-14,ON,108387,108387,RR,R,5,1
200809033,Chess Academy Intermediate 1 3,2008-09-14,ON,108387,108387,RR,R,4,2
200809034,Chess Academy Intermediate 1 4,2008-09-14,ON,108387,108387,RR,R,4,2
200809035,Chess Academy Intermediate 2 1,2008-09-14,ON,108387,108387,RR,R,5,1
200809036,Chess Academy Intermediate 2 2,2008-09-14,ON,108387,108387,RR,R,5,1
200809037,Chess Academy Intermediate 2 3,2008-09-14,ON,108387,108387,RR,R,5,1
200809038,RA Introductory Active,2008-09-11,ON,103050,103050,SS,Q,32,6
200809039,UBC Thursday Night Aug 14 2008,2008-08-14,BC,135013,135013,SS,R,7,5
200809040,London August Open 2008,2008-08-26,ON,109477,109477,SS,R,19,4
200809041,Richmond Chess Club Swiss,2008-09-12,BC,101896,101896,SS,R,15,5
200809042,2008 Battle of Alberta,2008-09-20,AB,104137,104137,SS,R,24,2
200809043,Chess Academy Advanced 1,2008-09-21,ON,108387,108387,RR,R,4,1
200809044,Chess Academy Advanced 2,2008-09-21,ON,108387,108387,RR,R,4,2
200809045,Chess Academy Advanced 3,2008-09-21,ON,108387,108387,RR,R,6,1
200809046,Chess Academy Advanced 4,2008-09-21,ON,108387,108387,RR,R,6,1
200809047,Chess Academy Advanced 5,2008-09-21,ON,108387,108387,RR,R,4,2
200809048,Chess Academy Intermediate 1 1,2008-09-21,ON,108387,108387,RR,R,6,1
200809049,Chess Academy Intermediate 1 2,2008-09-21,ON,108387,108387,RR,R,5,1
200809050,Chess Academy Intermediate 2 1,2008-09-21,ON,108387,108387,RR,R,4,2
200809051,Chess Academy Intermediate 2 2,2008-09-21,ON,108387,108387,RR,R,5,1
200809052,Actif 3,2008-09-07,NB,139554,139554,SS,Q,3,6
200809053,Hyper Active 2008,2008-09-21,NL,122967,122967,RR,Q,6,1
200810001,Seehagen Bentz Match,2008-09-04,AB,109502,109502,SS,R,2,1
200810002,UBC Thursday Night Sept 18 2008,2008-09-18,BC,135013,135013,SS,R,6,5
200810003,Temiskaming Shores QualificationM10,2008-09-19,ON,130181,130181,SS,R,42,5
200810004,Temiskaming Shores QualificationM12,2008-09-19,ON,130181,130181,SS,R,37,5
200810005,Temiskaming Shores QualificationM14,2008-09-19,ON,130181,130181,SS,R,15,5
200810006,Temiskaming Shores QualificationM16,2008-09-19,ON,130181,130181,SS,R,3,6
200810007,Memorial Robert Breau,2008-09-20,NB,100253,100253,SS,R,14,4
200810008,Kapuskasing Qualification M10,2008-09-23,ON,130181,130181,SS,R,39,5
200810009,Kapuskasing Qualification M12,2008-09-23,ON,130181,130181,SS,R,28,5
200810010,Kapuskasing Qualification M14,2008-09-23,ON,130181,130181,SS,R,5,5
200810011,Kapuskasing Qualification M18,2008-09-23,ON,130181,130181,SS,R,5,5
200810012,Kapuskasing Qualification M8,2008-09-23,ON,130181,130181,SS,R,20,5
200810013,Iroquois Falls Qualification  M14,2008-09-24,ON,130181,130181,SS,R,12,5
200810014,Iroquois Falls Qualification M10,2008-09-24,ON,130181,130181,SS,R,39,5
200810015,Iroquois Falls Qualification M12,2008-09-24,ON,130181,130181,SS,R,45,5
200810016,Iroquois Falls Qualification M8,2008-09-24,ON,130181,130181,SS,R,17,5
200810017,ECC Back to School Open,2008-09-25,AB,109502,109502,SS,R,30,4
200810018,Welcome Back Open,2008-09-27,AB,101588,101588,RR,R,4,1
200810019,Fall Standard Tournament,2008-09-28,SK,111334,111334,RR,R,6,1
200810020,2008 September TNT,2008-09-30,MB,107847,107847,SS,R,19,5
200810021,Ferreira Kim match,2008-09-09,ON,145597,145597,RR,R,2,2
200810022,Ferreira Brammall match,2008-09-26,ON,145597,145597,RR,R,2,4
200810023,CGBCA September 08 Youth,2008-09-27,ON,105964,105964,SS,R,12,5
200810024,September Knights,2008-09-28,NL,103802,103802,SS,R,3,6
200810025,Summer Rounds,2008-09-30,NL,103802,103802,SS,R,8,7
200810026,Hearst Qualifications M10,2008-10-01,ON,130181,130181,SS,R,25,5
200810027,Hearst Qualifications M12,2008-10-01,ON,130181,130181,SS,R,19,5
200810028,Hearst Qualifications M14,2008-10-01,ON,130181,130181,RR,R,7,1
200810029,Hearst Qualifications M16,2008-10-01,ON,130181,130181,SS,R,2,6
200810030,Mackenzie County Experiment,2008-10-04,AB,125727,125727,SS,R,11,5
200810031,Sprott Shaw October Jr Open  U1200,2008-10-04,BC,145502,145502,SS,R,16,5
200810032,Sprott Shaw October Jr Open  U1500,2008-10-04,BC,145502,145502,SS,R,7,4
200810033,Sprott Shaw October Jr Open U800,2008-10-04,BC,145502,145502,SS,R,10,6
200810034,Sprott Shaw Octoberfest Open,2008-10-05,BC,145502,145502,SS,R,16,5
200810035,Radio Active 2008,2008-10-05,NL,122967,122967,RR,Q,4,1
200810036,5 to 8 Ligue CSCDGR Kap,2008-10-08,ON,130181,130181,SS,R,93,5
200810037,Ligue CSCDGR Kap Mat a 4,2008-10-08,ON,130181,130181,SS,R,70,5
200810038,Ligue CSCDGR Kap Secondaire,2008-10-08,ON,130181,130181,SS,R,16,5
200810039,2008 Alberta Open,2008-10-13,AB,104137,104137,SS,R,48,6
200810040,2008 Maritime Open,2008-10-13,NB,101501,101501,SS,R,29,6
200810041,2008 Toronto Thanksgiving Open,2008-10-13,ON,106974,106974,SS,R,25,6
200810042,2008 Toronto Thanksgiving U1500,2008-10-13,ON,106974,106974,SS,R,20,6
200810043,2008 Toronto Thanksgiving U1700,2008-10-13,ON,106974,106974,SS,R,14,6
